Identifiant de l'élément,Nom base français,Nom base anglais,Nom attribut français,Nom attribut anglais,Nom frontière français,Nom frontière anglais,Code de la catégorie,Tags français,Tags anglais,Unité français,Unité anglais,Source,Date de création,Date de modification,Période de validité,Incertitude,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Commentaire anglais,Total poste non décomposé
40539,Poire,Pear,pulpe et peau,pulp and peel,crue,raw,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits","Agribalyse,fruits,Poire","Agribalyse,fruits,Pear",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.6,4.0,,,,,,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,0.366
40538,Poire au sirop léger,Pear,appertisée,canned in light syrup,non égouttée,not drained,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Fruits","Agribalyse,fruits,Poire au sirop léger","Agribalyse,fruits,Pear",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.8,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Acier - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Acier - Préparation : Pas de préparation,0.494
40673,Poire belle Hélène,Belle Helene pear dessert (cooked pear topped with hot chocolate sauce on a bed of vanilla ice cream,,,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Glaces et sorbets > Desserts glacés","Agribalyse,Poire belle Hélène,desserts glacés","Agribalyse,Belle Helene pear dessert (cooked pear topped with hot chocolate sauce on a bed of vanilla ice cream),desserts glacés",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.8,4.0,,,,,,Livraison : Congelé - Matériau d'emballage : PP - Préparation : Pas de préparation,Livraison : Congelé - Matériau d'emballage : PP - Préparation : Pas de préparation,1.75
42181,Poire conventionnelle,Pear,au verger/FR U,conventional,,at orchard/FR U,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fruits,"Agribalyse,Poire conventionnelle","Agribalyse,Pear",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.0859
42182,Poire mix conventionnel et biologique,Pear,au verger/FR U,national average,,at farm gate/FR U,Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Fruits,"Agribalyse,Poire mix conventionnel et biologique","Agribalyse,Pear",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.0883
40541,Poireau,Leek,cru,raw,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumes","Agribalyse,légumes,Poireau","Agribalyse,Leek,légumes",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.3,4.0,,,,,,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation,0.773
40542,Poireau,Leek,cuit,cooked,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumes","Agribalyse,légumes,Poireau","Agribalyse,Leek,légumes",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.8,4.0,,,,,,Livraison : Ambiant (moyen) - Matériau d'emballage : PP - Préparation : Cuisson à l'eau,Livraison : Ambiant (moyen) - Matériau d'emballage : PP - Préparation : Cuisson à l'eau,1.3
40543,Poireau,Leek,surgelé,frozen,cru,raw,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumes","Agribalyse,légumes,Poireau","Agribalyse,Leek,légumes",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,2.8,4.0,,,,,,Livraison : Congelé - Matériau d'emballage : LDPE - Préparation : Pas de préparation,Livraison : Congelé - Matériau d'emballage : LDPE - Préparation : Pas de préparation,1.06
42184,Poireau conventionnel,Autumn irrigated leek,automne irrigué,conventional,à la ferme/FR U,at farm gate/FR U,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,Poireau conventionnel","Agribalyse,Autumn irrigated leek",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.413
42185,Poireau conventionnel,Leek,hiver non irrigué,winter non-irrigated,à la ferme/FR U,"conventional, at farm gate/FR U","Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,Poireau conventionnel","Agribalyse,Leek",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.205
42186,Poireau conventionnel,Leek,moyenne nationale,national average,à la ferme,at plant/FR U,"Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,Poireau conventionnel","Agribalyse,Leek",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.292
42187,Poireau conventionnel,Leek,précoce planté,early planted,à la ferme/FR U,"conventional, at farm gate/FR U","Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,Poireau conventionnel","Agribalyse,Leek",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.379
42188,Poireau conventionnel,Leek,précoce semé,early sown,à la ferme/FR U,"conventional, at farm gate/FR U","Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumes, racines et tubercules","Agribalyse,Poireau conventionnel","Agribalyse,Leek",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.377
40544,Pois cassé,Split pea,cuit,cooked,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumineuses","Agribalyse,légumineuses,Pois cassé","Agribalyse,Split pea,légumineuses",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.3,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : LDPE - Préparation : Micro-onde,Livraison : Ambiant (long) - Matériau d'emballage : LDPE - Préparation : Micro-onde,0.377
40545,Pois cassé,Split pea,sec,dried,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumineuses","Agribalyse,légumineuses,Pois cassé","Agribalyse,Split pea,légumineuses",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.7,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,0.875
40546,Pois chiche,Chick pea,appertisé,canned,égoutté,drained,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumineuses","Agribalyse,légumineuses,Pois chiche","Agribalyse,Chick pea,légumineuses",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.8,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : Acier - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : Acier - Préparation : Pas de préparation,1.93
42427,Pois chiche,Chickpea,biologique,organic,"système numéro 1, à la ferme/FR U","system number 1, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses,"Agribalyse,Pois chiche","Agribalyse,Chickpea",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.911
40547,Pois chiche,Chick pea,cuit,cooked,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumineuses","Agribalyse,légumineuses,Pois chiche","Agribalyse,Chick pea,légumineuses",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,3.7,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,0.436
40548,Pois chiche,Chick pea,sec,dried,,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Fruits, légumes, légumineuses et oléagineux > Légumineuses","Agribalyse,légumineuses,Pois chiche","Agribalyse,Chick pea,légumineuses",kgCO2e/kg de poids net,kgCO2e/kg net weight,Agribalyse 3.1,2023-03-16,2024-05-17,24/02/2026,,5.0,4.0,4.0,,,,,,Livraison : Ambiant (long) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,Livraison : Ambiant (long) - Matériau d'emballage : LDPE - Préparation : Pas de préparation,0.989
42439,pois d'hiver,Winter pea,association de culture,from intercrop,"biologique, système numéro 3, à la ferme/FR U","organic, system number 3, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses,"Agribalyse,pois d'hiver","Agribalyse,Winter pea",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.376
42440,pois d'hiver,Winter pea,association de culture,from intercrop,"biologique, système numéro 4, à la ferme/FR U","organic, system number 4, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses,"Agribalyse,pois d'hiver","Agribalyse,Winter pea",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.44
42441,pois d'hiver,Winter pea,association de culture,from intercrop,"biologique, système numéro 5, à la ferme/FR U","organic, system number 5, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses,"Agribalyse,pois d'hiver","Agribalyse,Winter pea",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.316
42442,pois d'hiver,Winter pea,association de culture,from intercrop,"biologique, système numéro 6, au départ de l'exploitation/FR U","organic, system number 6, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses,"Agribalyse,pois d'hiver","Agribalyse,Winter pea",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.378
42443,pois d'hiver,Winter pea,association de culture,from intercrop,"biologique, système numéro 7, à la ferme/FR U","organic, system number 7, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses,"Agribalyse,pois d'hiver","Agribalyse,Winter pea",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.327
42444,pois d'hiver,Winter pea,association de cultures,from intercrop,"biologique, système numéro 1, à la ferme/FR U","organic, system number 1, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses,"Agribalyse,pois d'hiver","Agribalyse,Winter pea",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.303
42445,pois d'hiver,Winter pea,association de cultures,from intercrop,"biologique, système numéro 2, à la ferme/FR U","organic, system number 2, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses,"Agribalyse,pois d'hiver","Agribalyse,Winter pea",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.354
42191,Pois d'hiver,Winter pea,conventionnel,conventional,"15% d'humidité, à la ferme/FR U","15% moisture, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses,"Agribalyse,pois d'hiver","Agribalyse,Winter pea",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.384
42432,Pois d'hiver et blé d'hiver associés,Winter pea and winter wheat intercrop,biologique,organic,"système numéro 1, à la ferme/FR U","system number 1, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses,"Agribalyse,Pois d'hiver et blé d'hiver associés","Agribalyse,Winter pea and winter wheat intercrop",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.395
42433,Pois d'hiver et blé d'hiver associés,Winter pea and winter wheat intercrop,biologique,organic,"système numéro 2, à la ferme/FR U","system number 2, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses,"Agribalyse,Pois d'hiver et blé d'hiver associés","Agribalyse,Winter pea and winter wheat intercrop",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.318
42434,Pois d'hiver et orge d'hiver associés,Winter pea and winter barley intercrop,biologique,organic,"système numéro 1, à la ferme/FR U","system number 1, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses,"Agribalyse,Pois d'hiver et orge d'hiver associés","Agribalyse,Winter pea and winter barley intercrop",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.305
42435,Pois d'hiver et triticale associés,Winter pea and triticale grain intercrop,biologique,organic,"système numéro 1, à la ferme/FR U","system number 1, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses,"Agribalyse,Pois d'hiver et triticale associés","Agribalyse,Winter pea and triticale grain intercrop",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.308
42436,Pois d'hiver et triticale associés,Winter pea and triticale grain intercrop,biologique,organic,"système numéro 2, à la ferme/FR U","system number 2, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses,"Agribalyse,Pois d'hiver et triticale associés","Agribalyse,Winter pea and triticale grain intercrop",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.365
42437,Pois d'hiver et triticale associés,Winter pea and triticale grain intercrop,biologique,organic,"système numéro 3, à la ferme/FR U","system number 3, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses,"Agribalyse,Pois d'hiver et triticale associés","Agribalyse,Winter pea and triticale grain intercrop",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.526
42438,Pois d'hiver et triticale associés,Winter pea and triticale grain intercrop,biologique,organic,"système numéro 4, à la ferme/FR U","system number 4, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses,"Agribalyse,Pois d'hiver et triticale associés","Agribalyse,Winter pea and triticale grain intercrop",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.453
42430,pois de printemps,Spring pea,association de cultures,from intercrop,"biologique, système numéro 1, à la ferme/FR U","organic, system number 1, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses,"Agribalyse,pois de printemps","Agribalyse,Spring pea",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.352
42431,pois de printemps,Spring pea,association de cultures,from intercrop,"biologique, système numéro 2, à la ferme/FR U","organic, system number 2, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses,"Agribalyse,pois de printemps","Agribalyse,Spring pea",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.347
42189,Pois de printemps,Spring pea,conventionnel,conventional,"15% d'humidité, aliment pour animaux, à la ferme, production/FR U","15% moisture, animal feed, at farm gate, production/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses,"Agribalyse,pois de printemps","Agribalyse,Spring pea",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.336
42428,Pois de printemps et blé de printemps associés,Spring pea and spring wheat intercrop,biologique,organic,"système numéro 1, à la ferme/FR U","system number 1, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses,"Agribalyse,Pois de printemps et blé de printemps associés","Agribalyse,Spring pea and spring wheat intercrop",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.325
42429,Pois de printemps et orge de printemps associés,Spring pea and spring barley intercrop,biologique,organic,"système numéro 1, à la ferme/FR U","system number 1, at farm gate/FR U",Achats de biens > Produits de l'agriculture et de la pêche > Produits végétaux > Légumineuses,"Agribalyse,Pois de printemps et orge de printemps associés","Agribalyse,Spring pea and spring barley intercrop",kgCO2e/kg,kgCO2e/kg,Agribalyse 3.1,2023-03-16,2023-03-16,24/02/2026,,5.0,,4.0,,,,,,,,0.329
